carat,cut,color,clarity,price,x,y,z
0.34,Premium,H,VVS1,775,4.48,4.52,2.75
0.34,Premium,H,VVS1,775,4.45,4.49,2.75
0.36,Ideal,G,VVS2,776,4.58,4.62,2.83
0.36,Ideal,G,VVS2,776,4.55,4.57,2.84
0.36,Ideal,D,VS2,776,4.6,4.62,2.86
0.3,Ideal,F,VS2,776,4.35,4.32,2.64
0.3,Good,G,VS1,776,4.31,4.25,2.72
0.3,Premium,G,VS1,776,4.28,4.24,2.65
0.3,Ideal,F,VS2,776,4.33,4.3,2.66
0.3,Ideal,H,VVS2,776,4.32,4.31,2.64
0.3,Ideal,H,VVS2,776,4.33,4.31,2.65
0.3,Ideal,H,VVS2,776,4.34,4.31,2.66
0.3,Ideal,H,VVS2,776,4.34,4.31,2.67
0.3,Ideal,H,VVS2,776,4.36,4.32,2.62
0.3,Ideal,H,VVS2,776,4.36,4.32,2.65
0.3,Premium,H,VVS2,776,4.35,4.33,2.63
0.3,Ideal,H,VVS2,776,4.35,4.33,2.66
0.3,Ideal,H,VVS2,776,4.35,4.33,2.67
0.3,Premium,H,VVS2,776,4.37,4.34,2.65
0.3,Premium,H,VVS2,776,4.31,4.29,2.67
0.3,Premium,H,VVS2,776,4.33,4.29,2.62
0.3,Premium,H,VVS2,776,4.32,4.3,2.63
0.3,Ideal,H,VVS2,776,4.34,4.3,2.66
0.3,Premium,H,VVS2,776,4.35,4.3,2.68
0.3,Good,H,VVS2,776,4.29,4.26,2.72
0.3,Premium,H,VVS2,776,4.3,4.26,2.67
0.3,Premium,H,VVS2,776,4.3,4.28,2.64
0.3,Premium,H,VVS2,776,4.31,4.28,2.7
0.3,Ideal,H,VVS2,776,4.32,4.28,2.67
0.3,Very Good,H,VVS2,776,4.28,4.24,2.69
0.3,Good,H,VVS2,776,4.28,4.24,2.71
0.3,Ideal,H,VVS2,776,4.28,4.25,2.67
0.3,Very Good,H,VVS2,776,4.28,4.25,2.71
0.3,Ideal,H,VVS2,776,4.29,4.26,2.66
0.3,Very Good,H,VVS2,776,4.24,4.21,2.68
0.3,Ideal,H,VVS2,776,4.25,4.22,2.66
0.3,Premium,H,VVS2,776,4.28,4.23,2.68
0.3,Good,H,VVS2,776,4.27,4.24,2.71
0.3,Premium,G,VS1,776,4.38,4.34,2.6
0.3,Ideal,G,VS1,776,4.41,4.37,2.63
0.3,Premium,G,VS1,776,4.37,4.34,2.69
0.3,Premium,G,VS1,776,4.35,4.32,2.66
0.3,Premium,G,VS1,776,4.33,4.3,2.6
0.3,Premium,G,VS1,776,4.33,4.3,2.65
0.3,Ideal,G,VS1,776,4.35,4.3,2.68
0.3,Ideal,G,VS1,776,4.33,4.31,2.67
0.3,Ideal,G,VS1,776,4.36,4.31,2.66
0.3,Ideal,G,VS1,776,4.34,4.29,2.67
0.3,Ideal,G,VS1,776,4.32,4.3,2.66
0.3,Premium,G,VS1,776,4.32,4.3,2.67
0.3,Premium,G,VS1,776,4.33,4.3,2.59
0.3,Premium,G,VS1,776,4.32,4.29,2.66
0.3,Ideal,G,VS1,776,4.32,4.29,2.69
0.3,Premium,G,VS1,776,4.33,4.29,2.64
0.3,Premium,G,VS1,776,4.33,4.29,2.66
0.3,Ideal,G,VS1,776,4.34,4.29,2.65
0.3,Premium,G,VS1,776,4.3,4.27,2.67
0.3,Good,G,VS1,776,4.31,4.27,2.73
0.3,Premium,G,VS1,776,4.32,4.27,2.7
0.3,Ideal,G,VS1,776,4.31,4.28,2.67
0.3,Premium,G,VS1,776,4.31,4.28,2.67
0.3,Ideal,G,VS1,776,4.31,4.28,2.7
0.3,Premium,G,VS1,776,4.32,4.28,2.63
0.3,Premium,G,VS1,776,4.32,4.28,2.66
0.3,Ideal,G,VS1,776,4.34,4.28,2.65
0.3,Ideal,G,VS1,776,4.32,4.29,2.66
0.3,Ideal,G,VS1,776,4.29,4.27,2.68
0.3,Premium,G,VS1,776,4.29,4.26,2.69
0.3,Good,G,VS1,776,4.29,4.26,2.72
0.3,Very Good,G,VS1,776,4.3,4.26,2.71
0.3,Premium,G,VS1,776,4.28,4.26,2.68
0.3,Premium,G,VS1,776,4.32,4.25,2.68
0.3,Premium,G,VS1,776,4.3,4.24,2.65
0.3,Very Good,G,VS1,776,4.27,4.25,2.69
0.3,Good,G,VS1,776,4.28,4.25,2.72
0.3,Ideal,G,VS1,776,4.29,4.25,2.68
0.3,Very Good,G,VS1,776,4.26,4.24,2.68
0.3,Very Good,G,VS1,776,4.28,4.24,2.69
0.3,Premium,G,VS1,776,4.27,4.23,2.67
0.3,Premium,G,VS1,776,4.28,4.23,2.64
0.3,Ideal,G,VS1,776,4.26,4.24,2.67
0.3,Very Good,G,VS1,776,4.25,4.23,2.69
0.3,Good,G,VS1,776,4.26,4.23,2.7
0.3,Premium,G,VS1,776,4.22,4.18,2.64
0.3,Premium,G,VS1,776,4.24,4.22,2.64
0.3,Ideal,F,VS2,776,4.33,4.31,2.68
0.3,Ideal,F,VS2,776,4.34,4.31,2.68
0.3,Ideal,F,VS2,776,4.34,4.32,2.63
0.3,Premium,F,VS2,776,4.35,4.32,2.63
0.3,Ideal,F,VS2,776,4.36,4.34,2.67
0.3,Ideal,F,VS2,776,4.37,4.34,2.63
0.3,Premium,F,VS2,776,4.39,4.36,2.65
0.3,Ideal,F,VS2,776,4.33,4.31,2.67
0.3,Ideal,F,VS2,776,4.33,4.3,2.69
0.3,Ideal,F,VS2,776,4.32,4.31,2.67
0.3,Premium,F,VS2,776,4.33,4.31,2.61
0.3,Ideal,F,VS2,776,4.33,4.31,2.64
0.3,Ideal,F,VS2,776,4.32,4.3,2.64
0.3,Ideal,F,VS2,776,4.33,4.29,2.71
0.3,Ideal,F,VS2,776,4.34,4.29,2.62
0.3,Premium,F,VS2,776,4.34,4.29,2.65
0.3,Ideal,F,VS2,776,4.31,4.3,2.66
0.3,Premium,F,VS2,776,4.32,4.29,2.69
0.3,Ideal,F,VS2,776,4.32,4.28,2.65
0.3,Premium,F,VS2,776,4.31,4.29,2.65
0.3,Ideal,F,VS2,776,4.31,4.29,2.7
0.28,Very Good,D,VS1,452,4.13,4.16,2.58
0.3,Premium,G,SI2,452,4.29,4.26,2.68
0.31,Ideal,I,VS2,452,4.35,4.38,2.71
0.31,Ideal,I,VS2,452,4.36,4.4,2.7
0.31,Ideal,I,VS2,452,4.37,4.4,2.7
0.31,Ideal,I,VS2,452,4.35,4.41,2.69
0.31,Ideal,I,VS2,452,4.37,4.38,2.67
0.31,Ideal,I,VS2,452,4.37,4.4,2.72
0.31,Ideal,I,VS2,452,4.37,4.4,2.73
0.31,Ideal,I,VS2,452,4.38,4.42,2.71
0.25,Ideal,D,SI1,452,4.09,4.14,2.52
0.23,Good,D,VVS2,452,3.9,3.93,2.42
0.43,Premium,H,I1,452,4.78,4.83,2.98
0.26,Very Good,E,VS2,452,4.11,4.13,2.56
0.26,Ideal,F,VS1,452,4.11,4.13,2.51
0.26,Very Good,E,VS2,452,4.15,4.19,2.52
0.26,Ideal,D,VS1,452,4.1,4.12,2.55
0.26,Premium,F,VS1,452,4.18,4.22,2.5
0.26,Premium,E,VS1,452,4.1,4.15,2.48
0.26,Ideal,F,VS1,452,4.08,4.1,2.55
0.26,Ideal,E,VS1,452,4.09,4.13,2.54
0.26,Premium,E,VS1,452,4.1,4.11,2.54
0.3,Very Good,I,VS2,453,4.34,4.37,2.63
0.26,Very Good,E,VS2,453,4.18,4.2,2.48
0.26,Very Good,E,VS2,453,4.06,4.1,2.58
0.26,Very Good,F,VS2,453,4.14,4.27,2.47
0.26,Very Good,F,VS2,453,4.19,4.25,2.49
0.26,Very Good,F,VS2,453,4.06,4.08,2.54
0.26,Very Good,F,VS2,453,4.04,4.07,2.55
0.26,Very Good,F,VS1,453,4.18,4.23,2.5
0.3,Premium,F,VS2,776,4.32,4.29,2.63
0.3,Premium,F,VS2,776,4.31,4.28,2.67
0.3,Ideal,F,VS2,776,4.31,4.27,2.68
0.3,Ideal,F,VS2,776,4.31,4.27,2.69
0.3,Ideal,F,VS2,776,4.33,4.27,2.7
0.3,Premium,F,VS2,776,4.3,4.27,2.63
0.3,Premium,F,VS2,776,4.29,4.26,2.63
0.3,Ideal,F,VS2,776,4.29,4.26,2.69
0.3,Ideal,F,VS2,776,4.31,4.26,2.66
0.3,Ideal,F,VS2,776,4.29,4.27,2.69
0.3,Premium,F,VS2,776,4.28,4.26,2.67
0.3,Premium,F,VS2,776,4.27,4.22,2.64
0.3,Premium,F,VS2,776,4.29,4.24,2.68
0.3,Premium,F,VS2,776,4.28,4.25,2.68
0.3,Premium,F,VS2,776,4.3,4.25,2.68
0.3,Fair,F,VS2,776,4.25,4.22,2.77
0.3,Ideal,G,VS1,776,4.34,4.31,2.66
0.3,Premium,G,VS1,776,4.28,4.24,2.63
0.3,Ideal,G,VS1,776,4.32,4.29,2.68
0.3,Ideal,F,VVS1,776,4.3,4.32,2.67
0.28,Very Good,D,VVS2,777,4.21,4.25,2.63
0.42,Very Good,I,VS1,777,4.78,4.8,2.98
0.26,Ideal,D,VVS2,777,4.1,4.17,2.54
0.35,Ideal,D,VS2,777,4.54,4.58,2.83
0.42,Ideal,G,SI1,777,4.85,4.86,3.02
0.41,Ideal,J,IF,777,4.78,4.81,2.98
0.44,Good,D,SI1,777,4.97,5.0,2.93
0.37,Ideal,E,SI1,777,4.65,4.6,2.84
0.31,Ideal,D,VVS2,777,4.38,4.42,2.68
0.31,Very Good,F,VVS1,777,4.34,4.41,2.59
0.31,Ideal,D,VVS2,777,4.36,4.39,2.71
0.31,Ideal,D,VVS2,777,4.43,4.46,2.67
0.3,Ideal,D,VS2,778,4.35,4.32,2.68
0.3,Ideal,D,VS2,778,4.41,4.37,2.61
0.3,Ideal,D,VS2,778,4.38,4.34,2.66
0.38,Premium,J,VVS2,778,4.72,4.69,2.84
0.42,Premium,E,SI2,778,4.84,4.8,2.98
0.32,Very Good,F,VVS2,778,4.39,4.42,2.75
0.32,Very Good,F,VVS2,778,4.38,4.41,2.73
0.31,Very Good,G,VVS1,778,4.44,4.47,2.62
0.33,Very Good,D,VS2,778,4.47,4.49,2.69
0.41,Very Good,H,SI1,778,4.91,4.97,2.87
0.31,Very Good,H,IF,778,4.37,4.4,2.69
0.31,Ideal,H,VVS2,778,4.37,4.4,2.69
0.31,Ideal,G,VVS1,778,4.37,4.42,2.74
0.31,Ideal,G,VVS1,778,4.36,4.38,2.69
0.43,Ideal,H,VS2,778,4.85,4.88,3.03
0.38,Ideal,G,VS2,778,4.69,4.72,2.88
0.35,Ideal,I,IF,778,4.51,4.55,2.84
0.38,Premium,I,VS1,778,4.72,4.66,2.82
0.39,Premium,E,SI2,778,4.74,4.72,2.87
0.3,Ideal,E,VS1,778,4.3,4.28,2.68
0.44,Premium,E,SI1,778,4.85,4.88,3.03
0.31,Very Good,F,VVS1,779,4.39,4.43,2.62
0.32,Ideal,E,VVS2,779,4.39,4.42,2.7
0.32,Ideal,E,VVS2,779,4.41,4.44,2.75
0.32,Ideal,E,VVS2,779,4.45,4.49,2.7
0.3,Ideal,E,VVS2,779,4.3,4.32,2.68
0.3,Ideal,E,VVS2,779,4.31,4.34,2.67
0.3,Ideal,E,VVS2,779,4.28,4.34,2.69
0.32,Ideal,E,VVS2,779,4.42,4.45,2.72
0.31,Ideal,D,VVS2,779,4.32,4.37,2.69
0.32,Ideal,G,VVS1,779,4.44,4.48,2.69
0.32,Ideal,G,VVS1,779,4.39,4.42,2.72
0.31,Ideal,F,VVS1,779,4.35,4.43,2.65
0.31,Good,F,VS1,779,4.3,4.27,2.74
0.37,Very Good,E,VVS2,779,4.63,4.68,2.85
0.41,Very Good,D,VS2,779,4.73,4.76,2.98
0.36,Very Good,D,VS2,780,4.48,4.53,2.81
0.43,Ideal,I,VS2,780,4.83,4.86,3.01
0.34,Ideal,D,VS1,780,4.49,4.54,2.77
0.32,Ideal,D,VS1,780,4.42,4.44,2.67
0.35,Ideal,D,SI1,780,4.54,4.57,2.8
0.35,Ideal,D,SI1,780,4.55,4.59,2.79
0.3,Good,F,IF,780,4.22,4.27,2.73
0.28,Premium,E,VVS2,780,4.34,4.31,2.54
0.28,Ideal,D,VVS1,780,4.23,4.2,2.6
0.33,Premium,I,VVS1,780,4.44,4.41,2.74
0.33,Premium,I,VVS1,780,4.45,4.43,2.74
0.33,Premium,I,VVS1,780,4.42,4.38,2.75
0.33,Premium,D,SI1,780,4.49,4.47,2.7
0.33,Premium,D,SI1,780,4.5,4.47,2.69
0.33,Ideal,D,SI1,780,4.44,4.43,2.77
0.33,Ideal,D,SI1,780,4.46,4.44,2.73
0.33,Premium,D,SI1,780,4.49,4.46,2.69
0.33,Ideal,D,SI1,780,4.43,4.39,2.77
0.33,Ideal,D,SI1,780,4.44,4.4,2.77
0.33,Premium,D,SI1,780,4.44,4.41,2.72
0.33,Ideal,D,SI1,780,4.44,4.41,2.76
0.33,Ideal,D,SI1,780,4.45,4.41,2.78
0.33,Premium,D,SI1,780,4.46,4.41,2.68
0.32,Ideal,E,VS2,780,4.46,4.4,2.72
0.32,Good,E,VS2,780,4.6,4.53,2.6
0.36,Very Good,F,VS1,781,4.63,4.65,2.84
0.32,Ideal,F,VS2,781,4.43,4.46,2.73
0.32,Ideal,F,VS2,781,4.42,4.44,2.72
0.33,Ideal,D,VS2,781,4.44,4.48,2.77
0.33,Ideal,D,VS2,781,4.43,4.46,2.76
0.33,Ideal,D,VS2,781,4.45,4.48,2.76
0.33,Premium,D,VS2,781,4.46,4.5,2.72
0.33,Very Good,D,VS2,781,4.43,4.46,2.79
0.33,Very Good,E,VS1,781,4.43,4.46,2.74
0.33,Ideal,D,VS2,781,4.41,4.45,2.76
0.33,Ideal,E,VS1,781,4.49,4.54,2.69
0.33,Ideal,D,VS2,781,4.47,4.5,2.73
0.33,Ideal,D,VS2,781,4.46,4.49,2.77
0.33,Premium,E,VS1,781,4.45,4.49,2.72
0.33,Ideal,D,VS2,781,4.43,4.46,2.77
0.33,Ideal,D,VS2,781,4.39,4.43,2.76
0.33,Ideal,D,VS2,781,4.4,4.44,2.73
0.33,Premium,E,VS1,781,4.41,4.45,2.73
0.33,Ideal,D,VS2,781,4.41,4.45,2.77
0.33,Ideal,E,VS1,781,4.48,4.52,2.71
0.33,Ideal,D,VS2,781,4.46,4.5,2.72
0.33,Ideal,E,VS1,781,4.4,4.42,2.76
0.33,Premium,E,VS1,781,4.42,4.46,2.73
0.33,Ideal,D,VS2,781,4.42,4.47,2.75
0.33,Ideal,E,VS1,781,4.38,4.45,2.77
0.33,Ideal,D,VS2,781,4.46,4.5,2.73
0.33,Ideal,E,VS1,781,4.5,4.54,2.74
0.33,Ideal,D,VS2,781,4.42,4.47,2.76
0.33,Ideal,D,VS2,781,4.43,4.46,2.78
0.33,Ideal,D,VS2,781,4.42,4.44,2.74
0.33,Premium,D,VS2,781,4.41,4.44,2.71
0.33,Ideal,D,VS2,781,4.43,4.46,2.76
0.36,Ideal,D,VS1,781,4.54,4.58,2.82
0.4,Very Good,I,VVS2,782,4.64,4.68,2.97
0.35,Ideal,F,VS1,782,4.53,4.58,2.82
0.36,Ideal,E,VS1,782,4.6,4.63,2.81
0.47,Ideal,H,SI2,782,4.98,5.02,3.12
0.47,Ideal,H,SI2,782,5.01,5.05,3.11
0.3,Very Good,F,VVS1,783,4.32,4.35,2.68
0.36,Ideal,H,VVS1,783,4.59,4.61,2.85
0.25,Ideal,E,VVS1,783,4.08,4.11,2.55
0.43,Ideal,H,SI1,783,4.84,4.88,3.01
0.32,Ideal,H,IF,783,4.38,4.42,2.72
0.4,Good,G,VS1,783,4.68,4.72,2.98
0.39,Very Good,H,VVS2,784,4.67,4.7,2.92
0.37,Very Good,E,VS1,784,4.55,4.59,2.9
0.34,Very Good,E,VS1,784,4.47,4.52,2.8
0.42,Very Good,D,SI1,784,4.8,4.83,3.0
0.34,Ideal,F,VVS2,784,4.49,4.52,2.78
0.47,Ideal,G,SI2,784,4.98,5.01,3.06
0.47,Ideal,G,SI2,784,4.96,5.01,3.11
0.4,Good,F,VS2,784,4.71,4.74,2.94
0.41,Good,J,VS2,784,4.7,4.66,3.01
0.41,Premium,J,VS2,784,4.74,4.69,2.92
0.41,Very Good,J,VS2,784,4.73,4.7,2.99
0.41,Good,I,SI1,784,4.7,4.67,2.99
0.41,Very Good,G,SI2,784,4.73,4.7,2.99
0.41,Good,G,SI2,784,4.74,4.7,3.0
0.41,Premium,G,SI2,784,4.8,4.75,2.93
0.41,Premium,F,SI2,784,4.82,4.8,2.93
0.41,Ideal,I,VVS1,785,4.77,4.79,2.98
0.44,Very Good,G,SI1,786,4.94,4.99,2.99
0.3,Ideal,E,VVS2,786,4.32,4.35,2.64
0.36,Ideal,F,VS2,786,4.61,4.65,2.8
0.31,Ideal,G,IF,786,4.34,4.39,2.74
0.31,Premium,H,VVS1,786,4.36,4.32,2.68
0.31,Good,H,VVS1,786,4.33,4.3,2.75
0.32,Ideal,F,VVS2,786,4.4,4.43,2.7
0.4,Good,D,VS2,786,4.66,4.72,2.98
0.32,Ideal,G,VVS1,786,4.39,4.41,2.72
0.32,Ideal,F,VVS2,786,4.41,4.44,2.75
0.32,Ideal,F,VVS2,786,4.36,4.39,2.71
0.32,Very Good,F,VVS2,786,4.36,4.41,2.71
0.32,Ideal,F,VVS2,786,4.39,4.41,2.73
0.4,Good,D,VS2,786,4.65,4.71,2.96
0.4,Very Good,F,VS1,786,4.68,4.74,2.93
0.28,Very Good,F,IF,787,4.27,4.29,2.56
0.39,Ideal,I,VVS2,787,4.66,4.69,2.91
0.28,Ideal,F,VVS2,787,4.2,4.23,2.64
0.28,Ideal,F,VVS2,787,4.18,4.22,2.6
0.28,Ideal,F,VVS2,787,4.19,4.24,2.59
0.28,Ideal,F,VVS2,787,4.22,4.23,2.63
0.28,Ideal,F,VVS2,787,4.21,4.22,2.64
0.28,Ideal,E,VVS2,787,4.26,4.29,2.6
0.28,Ideal,E,VVS1,787,4.28,4.3,2.6
0.28,Ideal,E,VVS1,787,4.24,4.26,2.6
0.39,Ideal,G,VS2,787,4.66,4.69,2.9
0.38,Ideal,D,VS2,787,4.66,4.68,2.84
0.34,Ideal,D,VS1,787,4.45,4.5,2.74
0.47,Ideal,H,SI1,787,5.04,5.07,3.09
0.28,Ideal,F,IF,787,4.18,4.19,2.62
0.28,Ideal,F,IF,787,4.22,4.25,2.6
0.28,Ideal,F,IF,787,4.18,4.21,2.59
0.41,Ideal,H,SI2,787,4.8,4.77,2.95
0.41,Ideal,H,SI2,787,4.84,4.8,2.93
0.46,Good,F,SI2,787,4.88,4.83,3.11
0.3,Premium,G,VS1,787,4.32,4.25,2.68
0.37,Premium,G,VVS2,787,4.56,4.6,2.85
0.33,Very Good,H,IF,787,4.38,4.43,2.77
0.33,Very Good,H,IF,787,4.43,4.45,2.74
0.3,Good,D,VVS2,787,4.23,4.31,2.71
0.39,Very Good,G,VS2,787,4.64,4.68,2.91
0.39,Good,G,VS2,787,4.61,4.65,2.93
0.39,Very Good,H,VS1,787,4.65,4.68,2.88
0.39,Premium,G,VS2,787,4.68,4.73,2.88
0.39,Good,G,VS2,787,4.63,4.67,2.95
0.39,Very Good,I,VVS2,787,4.62,4.68,2.93
0.39,Very Good,G,VS2,787,4.67,4.7,2.83
0.39,Premium,G,VS2,787,4.65,4.69,2.91
0.39,Good,G,VS2,787,4.66,4.59,2.95
0.41,Very Good,H,VS1,788,4.8,4.82,2.96
0.42,Very Good,F,SI1,788,4.78,4.81,2.99
0.41,Ideal,I,VVS2,788,4.78,4.8,2.95
0.39,Ideal,H,VS2,788,4.68,4.71,2.89
0.41,Ideal,G,SI1,788,4.8,4.84,2.95
0.35,Ideal,H,VS1,788,4.56,4.54,2.82
0.35,Ideal,I,VVS2,788,4.53,4.49,2.81
0.35,Premium,H,VS1,788,4.57,4.54,2.79
0.35,Premium,H,VS1,788,4.5,4.45,2.8
0.35,Premium,H,VS1,788,4.52,4.49,2.82
0.35,Premium,H,VS1,788,4.53,4.51,2.79
0.35,Ideal,E,SI1,788,4.57,4.53,2.77
0.35,Premium,E,SI1,788,4.58,4.53,2.72
0.35,Ideal,E,SI1,788,4.57,4.54,2.78
0.35,Premium,E,SI1,788,4.59,4.53,2.79
0.35,Ideal,E,SI1,788,4.56,4.53,2.83
0.35,Premium,E,SI1,788,4.57,4.52,2.76
0.35,Ideal,E,SI1,788,4.56,4.52,2.78
0.35,Premium,E,SI1,788,4.57,4.51,2.76
0.35,Premium,E,SI1,788,4.56,4.5,2.77
0.35,Premium,E,SI1,788,4.52,4.47,2.82
0.35,Premium,E,SI1,788,4.52,4.48,2.83
0.35,Premium,E,SI1,788,4.52,4.49,2.79
0.3,Premium,E,VS2,788,4.25,4.21,2.65
0.35,Very Good,H,VS1,788,4.57,4.54,2.77
0.35,Ideal,F,VS1,788,4.49,4.52,2.81
0.39,Good,F,VS2,788,4.63,4.66,2.94
0.31,Premium,D,VS1,788,4.4,4.45,2.64
0.31,Ideal,E,VVS2,789,4.36,4.39,2.69
0.31,Ideal,G,VVS1,789,4.4,4.43,2.69
0.31,Ideal,G,VVS1,789,4.34,4.39,2.71
0.31,Ideal,G,VVS1,789,4.39,4.42,2.71
0.31,Ideal,G,VVS1,789,4.38,4.39,2.72
0.31,Ideal,G,VVS1,789,4.37,4.41,2.69
0.31,Ideal,G,VVS1,789,4.39,4.41,2.72
0.31,Ideal,G,VVS1,789,4.36,4.38,2.73
0.31,Ideal,G,VVS1,789,4.38,4.42,2.72
0.31,Ideal,G,VVS1,789,4.37,4.4,2.73
0.31,Ideal,G,VVS1,789,4.33,4.38,2.71
0.31,Ideal,G,VVS1,789,4.38,4.4,2.72
0.31,Ideal,G,VVS1,789,4.37,4.4,2.64
0.31,Ideal,G,VVS1,789,4.38,4.41,2.72
0.31,Ideal,G,VVS1,789,4.38,4.41,2.72
0.31,Ideal,G,VVS1,789,4.34,4.37,2.72
0.31,Ideal,G,VVS1,789,4.35,4.37,2.7
0.31,Ideal,G,VVS1,789,4.34,4.37,2.7
0.31,Ideal,G,VVS1,789,4.38,4.42,2.71
0.31,Ideal,G,VVS1,789,4.33,4.36,2.7
0.31,Ideal,G,VVS1,789,4.35,4.39,2.71
0.31,Ideal,G,VVS1,789,4.34,4.36,2.68
0.31,Ideal,G,VVS1,789,4.38,4.4,2.68
0.31,Ideal,G,VVS1,789,4.36,4.39,2.7
0.31,Ideal,G,VVS1,789,4.37,4.38,2.74
0.31,Ideal,G,VVS1,789,4.36,4.4,2.67
0.31,Ideal,G,VVS1,789,4.36,4.39,2.69
0.31,Ideal,G,VVS1,789,4.36,4.4,2.72
0.38,Ideal,F,VS2,789,4.66,4.67,2.9
0.43,Ideal,I,VS1,789,4.86,4.91,3.04
0.43,Ideal,G,SI1,789,4.79,4.82,3.01
0.31,Ideal,H,IF,789,4.37,4.41,2.69
0.31,Ideal,H,IF,789,4.39,4.41,2.7
0.31,Ideal,H,IF,789,4.39,4.42,2.7
0.31,Ideal,H,IF,789,4.32,4.35,2.68
0.31,Ideal,H,IF,789,4.38,4.4,2.72
0.31,Ideal,H,IF,789,4.32,4.35,2.7
0.31,Ideal,H,IF,789,4.36,4.4,2.68
0.31,Ideal,H,IF,789,4.38,4.4,2.73
0.31,Ideal,H,IF,789,4.38,4.4,2.73
0.36,Very Good,E,VS2,789,4.55,4.59,2.8
0.3,Premium,G,VVS1,789,4.28,4.33,2.66
0.3,Premium,E,VVS2,789,4.32,4.37,2.61
0.3,Ideal,E,VVS2,789,4.37,4.4,2.64
0.3,Ideal,E,VVS2,789,4.29,4.32,2.65
0.3,Ideal,G,VVS1,789,4.25,4.28,2.67
0.36,Very Good,E,VS2,789,4.55,4.59,2.84
0.3,Ideal,H,IF,789,4.35,4.37,2.65
0.3,Ideal,E,VVS2,789,4.31,4.34,2.67
0.3,Very Good,G,VVS1,789,4.27,4.3,2.69
0.3,Very Good,E,VVS2,789,4.25,4.28,2.62
0.36,Ideal,F,VS1,789,4.56,4.59,2.83
0.3,Very Good,G,VVS1,789,4.22,4.27,2.66
0.3,Ideal,H,IF,789,4.31,4.34,2.66
0.3,Ideal,G,VVS1,789,4.29,4.31,2.68
0.3,Good,G,VVS1,789,4.26,4.3,2.71
0.3,Ideal,E,VVS2,789,4.28,4.31,2.65
0.3,Ideal,G,VVS1,789,4.31,4.34,2.68
0.3,Ideal,G,VVS1,789,4.3,4.34,2.65
0.3,Ideal,E,VVS2,789,4.28,4.32,2.66
0.3,Very Good,G,VVS1,789,4.26,4.3,2.69
0.3,Very Good,E,VVS2,789,4.27,4.31,2.61
0.36,Very Good,E,VS2,789,4.51,4.55,2.82
0.3,Premium,G,VVS1,789,4.33,4.36,2.63
0.3,Premium,G,VVS1,789,4.34,4.36,2.64
0.36,Ideal,F,VS1,789,4.53,4.56,2.84
0.36,Ideal,F,VS1,789,4.62,4.67,2.79
0.3,Very Good,E,VVS2,789,4.3,4.32,2.64
0.3,Ideal,G,VVS1,789,4.31,4.33,2.69
0.26,Very Good,F,VS1,453,4.1,4.14,2.54
0.26,Very Good,F,VS1,453,4.12,4.18,2.51
0.26,Very Good,E,VS1,453,4.03,4.06,2.55
0.26,Very Good,E,VS1,453,4.09,4.12,2.49
0.31,Ideal,J,VVS2,453,4.36,4.39,2.72
0.31,Ideal,J,VVS2,453,4.38,4.39,2.71
0.26,Ideal,F,VS2,453,4.06,4.12,2.54
0.33,Ideal,G,SI1,453,4.46,4.5,2.77
0.28,Ideal,F,SI1,453,4.21,4.23,2.63
0.26,Good,F,VS1,453,4.2,4.25,2.45
0.31,Premium,J,SI1,453,4.43,4.39,2.62
0.31,Premium,J,SI1,453,4.47,4.44,2.59
0.3,Ideal,H,VS2,454,4.28,4.32,2.65
0.3,Ideal,H,VS2,454,4.33,4.36,2.67
0.3,Ideal,I,VS1,454,4.28,4.31,2.64
0.25,Ideal,G,VS1,454,4.01,4.04,2.52
0.25,Ideal,G,VS1,454,4.0,4.02,2.51
0.34,Ideal,E,SI2,454,4.49,4.52,2.81
0.34,Ideal,E,SI2,454,4.49,4.52,2.76
0.34,Ideal,E,SI2,454,4.5,4.52,2.77
0.32,Ideal,D,SI2,454,4.39,4.42,2.72
0.37,Premium,J,VS2,454,4.65,4.68,2.83
0.37,Premium,J,VS2,454,4.6,4.63,2.82
0.35,Good,E,SI2,454,4.45,4.49,2.86
0.25,Very Good,I,VVS2,455,4.06,4.09,2.51
0.28,Ideal,G,SI1,455,4.22,4.27,2.6
0.26,Ideal,F,VS2,456,4.09,4.12,2.55
0.26,Ideal,F,VS2,456,4.1,4.12,2.56
0.33,Ideal,J,VS1,456,4.45,4.47,2.76
0.26,Ideal,G,VS1,456,4.1,4.14,2.56
0.36,Very Good,E,VS2,789,4.51,4.54,2.84
0.3,Very Good,G,VVS1,789,4.27,4.3,2.66
0.36,Ideal,E,VS2,789,4.52,4.56,2.84
0.36,Premium,F,VS1,789,4.57,4.62,2.79
0.36,Ideal,E,VS2,789,4.6,4.64,2.81
0.3,Ideal,G,VVS1,789,4.3,4.32,2.66
0.3,Premium,G,VVS1,789,4.27,4.29,2.68
0.36,Premium,E,VS2,789,4.58,4.64,2.78
0.3,Good,G,VVS1,789,4.23,4.27,2.7
0.3,Good,G,VVS1,789,4.24,4.27,2.7
0.3,Premium,H,IF,789,4.3,4.34,2.61
0.36,Premium,E,VS2,789,4.54,4.59,2.8
0.36,Very Good,E,VS2,789,4.56,4.61,2.74
0.3,Very Good,G,VVS1,789,4.27,4.29,2.67
0.36,Ideal,E,VS2,789,4.54,4.58,2.83
0.3,Good,G,VVS1,789,4.23,4.25,2.68
0.3,Premium,E,VVS2,789,4.28,4.31,2.64
